age,NumberOffriends,basketball,football,soccer,softball,volleyball,swimming,cheerleading,baseball,tennis,sports,cute,sex,sexy,hot,kissed,dance,band,marching,music,rock,god,church,jesus,bible,hair,dress,blonde,mall,shopping,clothes,hollister,abercrombie,die,death,drunk,drugs,gender_M,gradyear_2007,gradyear_2008,gradyear_2009,cluster,PCA1,PCA2,cluster_label
-4.446698440314195e-05,-0.8575577388000608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,0,0.6063534494583146,-0.6064163352707354,0
-0.08215033547002887,0.5223646650835333,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,True,False,False,0,-0.42745665622041323,0.31127853764519897,0
-0.06780719729642347,0.2970712113882526,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,2,0,1,0,0,4,0,0,1,0,0,0,0,0,0,1,1,False,True,False,False,0,-0.25800799708949085,0.16211413904638056,0
-4.446698440314195e-05,0.1562628028287022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,-0.11052593043360207,0.11046304462118135,0
-0.1890848210613651,-0.8293960570881508,0,0,0,0,0,1,0,0,3,0,6,0,2,0,0,0,0,0,1,0,1,1,0,0,5,0,0,0,0,3,0,0,0,0,0,0,False,False,True,False,0,0.4527684170644801,-0.7201747354483524,0
0.0064646964144248874,0.043616075981061854,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,True,False,0,-0.0262699924220043,0.03541245376790872,0
0.07690228586104242,-0.3506474679856793,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,False,False,False,0,0.30232333023965613,-0.1935670745974772,0
-4.446698440314195e-05,-0.8575577388000608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0.6063534494583146,-0.6064163352707354,0
0.16750547551213446,-0.8575577388000608,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0.7248291499850325,-0.48794063474401755,0
-4.446698440314195e-05,-0.26616242284994907,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,False,True,False,False,0,0.1881738111880299,-0.18823669700045062,0
-4.446698440314195e-05,-0.8575577388000608,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,0,0.6063534494583146,-0.6064163352707354,0
0.07761234220627028,-0.040868969154668394,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0.08377893870719451,0.025981488248454733,0
-4.446698440314195e-05,-0.8575577388000608,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0.6063534494583146,-0.6064163352707354,0
-0.16451687151647668,1.6488319335599366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,False,True,False,2,-1.2822312367260547,1.0495692457882615,1
-0.04139310125394202,0.18442448454061228,0,1,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,0,-0.15967714622650428,0.10113846104449675,0
-4.446698440314195e-05,1.6488319335599366,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,2,-1.1659316841633685,1.1658687983509477,1
-0.325557650614186,1.9022870689671276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,2,-1.5753241086465892,1.1149160638136857,1
-0.20158181273737796,-0.57594092168096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,True,False,0,0.2647118645329604,-0.5497915980339138,0
-0.17161743496875623,-0.8575577388000608,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,True,False,0,0.4850330403282762,-0.7277367444007738,0
-0.11907326542188489,-0.8575577388000608,0,0,0,0,3,2,0,0,0,1,6,0,2,0,0,1,0,0,2,3,1,0,0,0,4,0,1,1,0,2,0,0,1,0,0,0,False,False,True,False,0,0.5221873789266845,-0.6905824058023655,0
0.008026820373926874,0.4942029833716232,0,1,0,0,0,0,0,3,3,0,0,0,0,3,0,0,1,0,2,0,1,9,1,0,2,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,0,-0.3437784617069272,0.35513009994246736,0
0.038701254487775956,1.5643468884242064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,1,0,1,2,1,0,0,2,0,0,0,False,False,False,False,2,-1.078794373444099,1.1335262124215644,1
0.022795992354669083,1.761478660407577,1,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,True,False,False,2,-1.22943430491173,1.2616727064674564,1
0.020949845857076054,-0.3506474679856793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,0,0.26275898048891805,-0.23313142434821527,0
-0.16579497293788661,0.9447898907621846,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,True,False,2,-0.7853020882054579,0.5508325889034184,1
-4.446698440314195e-05,-0.8575577388000608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0.6063534494583146,-0.6064163352707354,0
-4.446698440314195e-05,-0.5196175582571398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,0,0.36739365616100916,-0.36745654197342986,0
-0.1268838852193928,1.5361852067122963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,2,-1.1759674324866511,0.9965265211627947,1
-0.3815100906181521,-0.40697083140949947,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,0,0.0180034624675947,-0.5575402068019738,0
0.006890730221561702,0.1562628028287022,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,0,-0.10562200546039834,0.1153669695943851,0
-0.06894328744878814,1.0011132541860046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,False,True,False,False,2,-0.7566442368429871,0.6591437046983242,1
-0.15841038694751552,-0.43513251312140955,0,2,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,0,0.1956720919219199,-0.4196982095638662,0
-0.32470558299991237,-0.3788091496975894,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,True,0,0.03825699889830612,-0.4974600381550448,0
-0.08598463973426018,0.24074784796443244,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,0,-0.23103475768569573,0.1094341140177405,0
-4.446698440314195e-05,0.8603048456264543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,False,True,False,False,2,-0.6083588331363221,0.6082959473239014,1
-4.446698440314195e-05,0.5223646650835333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,False,False,True,False,0,-0.36939903983901645,0.36933615402659575,0
-4.446698440314195e-05,1.7333169786956668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,2,-1.2256716324876948,1.225608746675274,1
